date,max_temp,min_temp,avg_temp,depart,HDD,CDD,precip,new_snow,snow_depth
2002-04-26,65,46,55.5,-6.3,9,0,0,0,0
2002-04-27,65,44,54.5,-7.6,10,0,0.19,0,0
2002-04-28,75,54,64.5,2.1,0,0,1.37,0,0
2002-04-29,66,50,58,-4.7,7,0,0,0,0
2002-04-30,71,45,58,-5,7,0,0,0,0
2018-04-01,67,50,58.5,5.6,6,0,0,0,0
2018-04-02,54,42,48,-5.3,17,0,0.02,0,0
2018-04-03,56,44,50,-3.7,15,0,0.01,0,0
2018-04-04,73,42,57.5,3.4,7,0,T,0,0
2018-04-05,56,34,45,-9.5,20,0,0,0,0
2018-04-06,72,44,58,3.2,7,0,0,0,0
2018-04-07,67,37,52,-3.2,13,0,T,T,0
2018-04-08,51,34,42.5,-13.1,22,0,0,0,0
2018-04-09,46,38,42,-14,23,0,0.02,0,0
2018-04-10,55,38,46.5,-9.8,18,0,T,0,0
2018-04-11,57,43,50,-6.7,15,0,0,0,0
2018-04-12,78,45,61.5,4.4,3,0,0,0,0
2018-04-13,86,60,73,15.6,0,8,0,0,0
2018-04-14,85,63,74,16.2,0,9,0,0,0
2018-04-15,69,48,58.5,0.3,6,0,0.13,0,0
2018-04-16,62,45,53.5,-5,11,0,1.88,0,0
2018-04-17,49,40,44.5,-14.4,20,0,0,0,0
2018-04-18,62,36,49,-10.2,16,0,0,0,0
2018-04-19,59,43,51,-8.6,14,0,0.03,0,0
2018-04-20,61,38,49.5,-10.4,15,0,0,0,0
2018-04-21,63,42,52.5,-7.7,12,0,0,0,0
2018-04-22,67,48,57.5,-3.1,7,0,0,0,0
2018-04-23,69,50,59.5,-1.4,5,0,0,0,0
2018-04-24,63,55,59,-2.2,6,0,0.46,0,0
2018-04-25,67,55,61,-0.5,4,0,0.32,0,0
2018-04-26,73,50,61.5,-0.3,3,0,0,0,0
2018-04-27,64,54,59,-3.1,6,0,0.72,0,0
2018-04-28,78,51,64.5,2.1,0,0,T,0,0
2018-04-29,58,45,51.5,-11.2,13,0,0,0,0
2018-04-30,73,41,57,-6,8,0,0,0,0
2001-04-01,49,44,46.5,-6.4,18,0,0.05,0,0
2001-04-02,58,40,49,-4.3,16,0,0,0,0
2001-04-03,62,36,49,-4.7,16,0,0,0,0
2001-04-04,60,45,52.5,-1.6,12,0,0,0,0
2001-04-05,64,40,52,-2.5,13,0,0,0,0
2001-04-06,70,49,59.5,4.7,5,0,0.13,0,0
2001-04-07,67,47,57,1.8,8,0,T,0,0
2001-04-08,70,45,57.5,1.9,7,0,T,0,0
2001-04-09,89,53,71,15,0,6,0.16,0,0
2001-04-10,68,53,60.5,4.2,4,0,0.29,0,0
2001-04-11,55,51,53,-3.7,12,0,0.49,0,0
2001-04-12,77,53,65,7.9,0,0,T,0,0
2001-04-13,79,58,68.5,11.1,0,4,0.06,0,0
2001-04-14,73,53,63,5.2,2,0,0,0,0
2001-04-15,71,50,60.5,2.3,4,0,0.16,0,0
2001-04-16,55,43,49,-9.5,16,0,0.18,0,0
2001-04-17,52,39,45.5,-13.4,19,0,0.02,0,0
2001-04-18,51,37,44,-15.2,21,0,0.14,T,0
2001-04-19,62,34,48,-11.6,17,0,0,0,0
2001-04-20,69,44,56.5,-3.4,8,0,0,0,0
2001-04-21,72,55,63.5,3.3,1,0,T,0,0
2001-04-22,87,58,72.5,11.9,0,8,0,0,0
2001-04-23,84,60,72,11.1,0,7,0,0,0
2001-04-24,86,55,70.5,9.3,0,6,T,0,0
2001-04-25,57,46,51.5,-10,13,0,0,0,0
2001-04-26,66,41,53.5,-8.3,11,0,0,0,0
2001-04-27,79,43,61,-1.1,4,0,T,0,0
2001-04-28,67,52,59.5,-2.9,5,0,0,0,0
2001-04-29,66,45,55.5,-7.2,9,0,0,0,0
2001-04-30,75,45,60,-3,5,0,0,0,0
2013-04-01,68,41,54.5,1.6,10,0,T,0,0
2013-04-02,51,39,45,-8.3,20,0,0,0,0
2013-04-03,54,33,43.5,-10.2,21,0,0,0,0
2013-04-04,50,31,40.5,-13.6,24,0,0.14,0,0
2013-04-05,67,39,53,-1.5,12,0,0.12,0,0
2013-04-06,59,40,49.5,-5.3,15,0,0,0,0
2013-04-07,71,42,56.5,1.3,8,0,0,0,0
2013-04-08,80,53,66.5,10.9,0,2,0,0,0
2013-04-09,86,60,73,17,0,8,0,0,0
2013-04-10,91,63,77,20.7,0,12,0,0,0
2013-04-11,86,57,71.5,14.8,0,7,0,0,0
2013-04-12,75,53,64,6.9,1,0,0.8,0,0
2013-04-13,70,49,59.5,2.1,5,0,0,0,0
2013-04-14,69,48,58.5,0.7,6,0,0,0,0
2013-04-15,63,57,60,1.8,5,0,T,0,0
2013-04-16,74,56,65,6.5,0,0,0,0,0
2013-04-17,81,61,71,12.1,0,6,T,0,0
2013-04-18,78,61,69.5,10.3,0,5,0.06,0,0
2013-04-19,79,52,65.5,5.9,0,1,1.37,0,0
2013-04-20,62,48,55,-4.9,10,0,0.01,0,0
2013-04-21,56,42,49,-11.2,16,0,0,0,0
2013-04-22,57,41,49,-11.6,16,0,0,0,0
2013-04-23,63,48,55.5,-5.4,9,0,0,0,0
2013-04-24,79,48,63.5,2.3,1,0,T,0,0
2013-04-25,65,47,56,-5.5,9,0,0.01,0,0
2013-04-26,68,47,57.5,-4.3,7,0,0,0,0
2013-04-27,73,49,61,-1.1,4,0,0,0,0
2013-04-28,68,51,59.5,-2.9,5,0,T,0,0
2013-04-29,62,54,58,-4.7,7,0,0.23,0,0
2013-04-30,62,56,59,-4,6,0,0.02,0,0
2005-04-01,64,46,55,2.1,10,0,0.3,0,0
2005-04-02,62,43,52.5,-0.8,12,0,1.79,0,0
2005-04-03,53,40,46.5,-7.2,18,0,0.13,0,0
2005-04-04,66,42,54,-0.1,11,0,0,0,0
2005-04-05,69,41,55,0.5,10,0,0,0,0
2005-04-06,82,52,67,12.2,0,2,0,0,0
2005-04-07,76,60,68,12.8,0,3,0.12,0,0
2005-04-08,64,52,58,2.4,7,0,0.21,0,0
2005-04-09,65,47,56,0,9,0,0,0,0
2005-04-10,71,44,57.5,1.2,7,0,0,0,0
2005-04-11,69,48,58.5,1.8,6,0,0,0,0
2005-04-12,55,43,49,-8.1,16,0,0.01,0,0
2005-04-13,62,45,53.5,-3.9,11,0,T,0,0
2005-04-14,66,42,54,-3.8,11,0,0,0,0
2005-04-15,57,44,50.5,-7.7,14,0,0,0,0
2005-04-16,62,41,51.5,-7,13,0,0,0,0
2005-04-17,74,40,57,-1.9,8,0,0,0,0
2005-04-18,78,52,65,5.8,0,0,0,0,0
2005-04-19,85,53,69,9.4,0,4,T,0,0
2005-04-20,86,57,71.5,11.6,0,7,0,0,0
2005-04-21,75,53,64,3.8,1,0,0.12,0,0
2005-04-22,54,51,52.5,-8.1,12,0,0.16,0,0
2005-04-23,70,47,58.5,-2.4,6,0,0.32,0,0
2005-04-24,50,43,46.5,-14.7,18,0,T,0,0
2005-04-25,64,40,52,-9.5,13,0,T,0,0
2005-04-26,70,46,58,-3.8,7,0,T,0,0
2005-04-27,69,54,61.5,-0.6,3,0,T,0,0
2005-04-28,69,50,59.5,-2.9,5,0,0,0,0
2005-04-29,60,51,55.5,-7.2,9,0,0.01,0,0
2005-04-30,68,56,62,-1,3,0,1.16,0,0
2014-04-01,67,44,55.5,2.6,9,0,0,0,0
2014-04-02,69,45,57,3.7,8,0,0,0,0
2014-04-03,69,53,61,7.3,4,0,T,0,0
2014-04-04,63,50,56.5,2.4,8,0,0.06,0,0
2014-04-05,60,46,53,-1.5,12,0,0,0,0
2014-04-06,63,39,51,-3.8,14,0,0,0,0
2014-04-07,54,42,48,-7.2,17,0,0.38,0,0
2014-04-08,68,51,59.5,3.9,5,0,0.04,0,0
2014-04-09,69,44,56.5,0.5,8,0,0,0,0
2014-04-10,72,45,58.5,2.2,6,0,0,0,0
2014-04-11,82,60,71,14.3,0,6,T,0,0
2014-04-12,77,57,67,9.9,0,2,0,0,0
2014-04-13,85,55,70,12.6,0,5,0,0,0
2014-04-14,80,65,72.5,14.7,0,8,0.06,0,0
2014-04-15,72,38,55,-3.2,10,0,1.47,T,0
2014-04-16,51,34,42.5,-16,22,0,0,0,0
2014-04-17,56,39,47.5,-11.4,17,0,0,0,0
2014-04-18,57,39,48,-11.2,17,0,0,0,0
2014-04-19,71,47,59,-0.6,6,0,0,0,0
2014-04-20,64,48,56,-3.9,9,0,0,0,0
2014-04-21,70,43,56.5,-3.7,8,0,0,0,0
2014-04-22,72,52,62,1.4,3,0,0.03,0,0
2014-04-23,61,49,55,-5.9,10,0,0,0,0
2014-04-24,66,45,55.5,-5.7,9,0,0,0,0
2014-04-25,69,48,58.5,-3,6,0,0.39,0,0
2014-04-26,78,50,64,2.2,1,0,0.02,0,0
2014-04-27,70,50,60,-2.1,5,0,0,0,0
2014-04-28,62,50,56,-6.4,9,0,0.11,0,0
2014-04-29,52,44,48,-14.7,17,0,1.21,0,0
2014-04-30,67,52,59.5,-3.5,5,0,2.7,0,0
2015-04-01,61,40,50.5,-2.4,14,0,0,0,0
2015-04-02,74,42,58,4.7,7,0,0,0,0
2015-04-03,73,61,67,13.3,0,2,0.19,0,0
2015-04-04,68,45,56.5,2.4,8,0,0.05,0,0
2015-04-05,69,40,54.5,0,10,0,0,0,0
2015-04-06,77,48,62.5,7.7,2,0,0,0,0
2015-04-07,73,53,63,7.8,2,0,0.17,0,0
2015-04-08,53,45,49,-6.6,16,0,0.13,0,0
2015-04-09,50,45,47.5,-8.5,17,0,0.04,0,0
2015-04-10,68,45,56.5,0.2,8,0,0.01,0,0
2015-04-11,68,51,59.5,2.8,5,0,0,0,0
2015-04-12,70,43,56.5,-0.6,8,0,0,0,0
2015-04-13,80,52,66,8.6,0,1,0,0,0
2015-04-14,67,54,60.5,2.7,4,0,0.64,0,0
2015-04-15,68,52,60,1.8,5,0,T,0,0
2015-04-16,74,52,63,4.5,2,0,0.04,0,0
2015-04-17,79,59,69,10.1,0,4,0.03,0,0
2015-04-18,84,61,72.5,13.3,0,8,0,0,0
2015-04-19,69,55,62,2.4,3,0,0.37,0,0
2015-04-20,82,57,69.5,9.6,0,5,0.77,0,0
2015-04-21,71,54,62.5,2.3,2,0,0.16,0,0
2015-04-22,74,51,62.5,1.9,2,0,T,0,0
2015-04-23,60,45,52.5,-8.4,12,0,0,0,0
2015-04-24,63,39,51,-10.2,14,0,0,0,0
2015-04-25,53,45,49,-12.5,16,0,0.27,0,0
2015-04-26,67,45,56,-5.8,9,0,0,0,0
2015-04-27,62,47,54.5,-7.6,10,0,T,0,0
2015-04-28,72,48,60,-2.4,5,0,0,0,0
2015-04-29,78,52,65,2.3,0,0,0,0,0
2015-04-30,74,56,65,2,0,0,0.54,T,0
