date,max_temp,min_temp,avg_temp,depart,HDD,CDD,precip,new_snow,snow_depth
2015-03-05,45,23,34,-10.2,31,0,0.87,4.8,0
2015-03-06,30,15,22.5,-22,42,0,0,0,5
2015-03-07,49,19,34,-10.7,31,0,0,0,4
2015-03-08,59,32,45.5,0.5,19,0,0,0,1
2015-03-09,62,37,49.5,4.2,15,0,0,0,0
2015-03-10,50,39,44.5,-1.1,20,0,0.44,0,0
2015-03-11,67,46,56.5,10.6,8,0,T,0,0
2015-03-12,60,43,51.5,5.3,13,0,0,0,0
2015-03-13,55,37,46,-0.4,19,0,0.01,0,0
2015-03-14,60,45,52.5,5.8,12,0,0.6,0,0
2015-03-15,58,44,51,3.9,14,0,0,0,0
2015-03-16,69,38,53.5,6.1,11,0,0,0,0
2015-03-17,73,40,56.5,8.8,8,0,0,0,0
2015-03-18,53,36,44.5,-3.5,20,0,0,0,0
2015-03-19,53,39,46,-2.3,19,0,0,0,0
2015-03-20,46,36,41,-7.7,24,0,0.49,T,0
2015-03-21,61,35,48,-1,17,0,0,0,0
2015-03-22,56,45,50.5,1.2,14,0,0,0,0
2015-03-23,51,36,43.5,-6.2,21,0,0,0,0
2015-03-24,47,37,42,-8,23,0,0,0,0
2015-03-25,54,35,44.5,-5.9,20,0,T,0,0
2015-03-26,77,49,63,12.3,2,0,0.35,0,0
2015-03-27,52,41,46.5,-4.6,18,0,0.36,0,0
2015-03-28,42,31,36.5,-15,28,0,0,0,0
2015-03-29,49,28,38.5,-13.3,26,0,0,0,0
2015-03-30,66,42,54,1.8,11,0,0.02,T,0
2015-03-31,73,43,58,5.4,7,0,0.01,0,0
2016-03-01,65,40,52.5,9.3,12,0,T,0,0
2016-03-02,60,31,45.5,2.1,19,0,0.1,0,0
2016-03-03,41,29,35,-8.7,30,0,0.02,T,0
2016-03-04,42,32,37,-6.9,28,0,0.05,0.3,T
2016-03-05,45,35,40,-4.2,25,0,0,0,0
2016-03-06,52,37,44.5,0,20,0,T,0,0
2016-03-07,66,36,51,6.3,14,0,0,0,0
2016-03-08,79,46,62.5,17.5,2,0,0,0,0
2016-03-09,79,47,63,17.7,2,0,0,0,0
2016-03-10,79,57,68,22.4,0,3,0,0,0
2016-03-11,73,57,65,19.1,0,0,T,0,0
2016-03-12,60,50,55,8.8,10,0,T,0,0
2016-03-13,60,49,54.5,8.1,10,0,0.26,0,0
2016-03-14,53,47,50,3.3,15,0,0.19,0,0
2016-03-15,65,47,56,8.9,9,0,0.03,0,0
2016-03-16,74,49,61.5,14.1,3,0,0.01,0,0
2016-03-17,69,49,59,11.3,6,0,T,0,0
2016-03-18,67,48,57.5,9.5,7,0,0,0,0
2016-03-19,57,38,47.5,-0.8,17,0,0.13,T,0
2016-03-20,44,37,40.5,-8.2,24,0,T,T,0
2016-03-21,53,37,45,-4,20,0,0,0,0
2016-03-22,62,35,48.5,-0.8,16,0,0,0,0
2016-03-23,75,53,64,14.3,1,0,0,0,0
2016-03-24,77,50,63.5,13.5,1,0,0,0,0
2016-03-25,72,49,60.5,10.1,4,0,0.03,0,0
2016-03-26,62,41,51.5,0.8,13,0,0,0,0
2016-03-27,57,48,52.5,1.4,12,0,0.02,0,0
2016-03-28,70,49,59.5,8,5,0,0.32,0,0
2016-03-29,60,46,53,1.2,12,0,0,0,0
2016-03-30,63,41,52,-0.2,13,0,0,0,0
2016-03-31,74,54,64,11.4,1,0,T,0,0
2017-03-01,80,56,68,24.8,0,3,0.02,0,0
2017-03-02,63,40,51.5,8.1,13,0,0.01,0,0
2017-03-03,44,31,37.5,-6.2,27,0,T,T,0
2017-03-04,44,26,35,-8.9,30,0,0,0,0
2017-03-05,40,23,31.5,-12.7,33,0,0,0,0
2017-03-06,54,33,43.5,-1,21,0,T,0,0
2017-03-07,71,47,59,14.3,6,0,0.07,0,0
2017-03-08,68,50,59,14,6,0,0.01,0,0
2017-03-09,74,47,60.5,15.2,4,0,0,0,0
2017-03-10,60,31,45.5,-0.1,19,0,0.09,T,0
2017-03-11,40,26,33,-12.9,32,0,0,0,0
2017-03-12,43,27,35,-11.2,30,0,0,0,0
2017-03-13,46,28,37,-9.4,28,0,0.34,1.1,0
2017-03-14,39,26,32.5,-14.2,32,0,0.89,0.9,2
2017-03-15,33,22,27.5,-19.6,37,0,0,0,1
2017-03-16,42,24,33,-14.4,32,0,0,0,1
2017-03-17,52,29,40.5,-7.2,24,0,0.01,0,T
2017-03-18,59,40,49.5,1.5,15,0,0.37,0,0
2017-03-19,54,36,45,-3.3,20,0,0.26,T,0
2017-03-20,54,37,45.5,-3.2,19,0,0,0,0
2017-03-21,63,46,54.5,5.5,10,0,T,0,0
2017-03-22,59,37,48,-1.3,17,0,0,0,0
2017-03-23,48,30,39,-10.7,26,0,0,0,0
2017-03-24,62,36,49,-1,16,0,0.13,0,0
2017-03-25,78,54,66,15.6,0,1,0,0,0
2017-03-26,56,47,51.5,0.8,13,0,T,0,0
2017-03-27,76,46,61,9.9,4,0,0.01,0,0
2017-03-28,74,57,65.5,14,0,1,0.02,0,0
2017-03-29,67,52,59.5,7.7,5,0,T,0,0
2017-03-30,55,46,50.5,-1.7,14,0,0,0,0
2017-03-31,54,45,49.5,-3.1,15,0,0.96,0,0
2018-03-01,59,49,54,10.8,11,0,0.09,0,0
2018-03-02,54,39,46.5,3.1,18,0,0.01,T,0
2018-03-03,53,36,44.5,0.8,20,0,0,0,0
2018-03-04,53,35,44,0.1,21,0,0,0,0
2018-03-05,49,31,40,-4.2,25,0,0,0,0
2018-03-06,46,33,39.5,-5,25,0,0.3,0.4,0
2018-03-07,51,34,42.5,-2.2,22,0,0.03,T,0
2018-03-08,46,34,40,-5,25,0,0,0,0
2018-03-09,46,33,39.5,-5.8,25,0,0,0,0
2018-03-10,49,31,40,-5.6,25,0,0,0,0
2018-03-11,52,31,41.5,-4.4,23,0,0,0,0
2018-03-12,46,34,40,-6.2,25,0,0.01,T,0
2018-03-13,47,33,40,-6.4,25,0,0,0,0
2018-03-14,44,32,38,-8.7,27,0,0,0,0
2018-03-15,55,31,43,-4.1,22,0,0,0,0
2018-03-16,47,34,40.5,-6.9,24,0,T,T,0
2018-03-17,46,32,39,-8.7,26,0,T,0,0
2018-03-18,59,34,46.5,-1.5,18,0,0,0,0
2018-03-19,56,36,46,-2.3,19,0,0,0,0
2018-03-20,43,32,37.5,-11.2,27,0,0.87,T,0
2018-03-21,36,32,34,-15,31,0,0.49,4.1,T
2018-03-22,49,34,41.5,-7.8,23,0,T,T,2
2018-03-23,51,35,43,-6.7,22,0,0,0,0
2018-03-24,52,33,42.5,-7.5,22,0,0,0,0
2018-03-25,48,34,41,-9.4,24,0,0,0,0
2018-03-26,50,34,42,-8.7,23,0,0,0,0
2018-03-27,48,34,41,-10.1,24,0,0.02,0,0
2018-03-28,58,43,50.5,-1,14,0,0.1,0,0
2018-03-29,78,48,63,11.2,2,0,0,0,0
2018-03-30,77,45,61,8.8,4,0,T,0,0
2018-03-31,61,39,50,-2.6,15,0,0,0,0
2019-03-01,39,34,36.5,-6.7,28,0,0.64,0.3,T
2019-03-02,49,36,42.5,-0.9,22,0,0.05,0,0
2019-03-03,47,37,42,-1.7,23,0,0.52,T,0
2019-03-04,43,30,36.5,-7.4,28,0,0.01,0,0
2019-03-05,43,27,35,-9.2,30,0,0,0,0
2019-03-06,34,22,28,-16.5,37,0,0,0,0
2019-03-07,45,25,35,-9.7,30,0,0,0,0
2019-03-08,41,32,36.5,-8.5,28,0,0.21,T,0
2019-03-09,43,35,39,-6.3,26,0,0.07,0,0
2019-03-10,60,40,50,4.4,15,0,0.41,0,0
2019-03-11,62,48,55,9.1,10,0,0,0,0
2019-03-12,53,39,46,-0.2,19,0,0,0,0
2019-03-13,60,34,47,0.6,18,0,0,0,0
2019-03-14,75,46,60.5,13.8,4,0,0,0,0
2019-03-15,78,57,67.5,20.4,0,3,T,0,0
2019-03-16,57,42,49.5,2.1,15,0,0,0,0
2019-03-17,54,37,45.5,-2.2,19,0,0,0,0
2019-03-18,51,40,45.5,-2.5,19,0,T,0,0
2019-03-19,54,35,44.5,-3.8,20,0,0,0,0
2019-03-20,57,38,47.5,-1.2,17,0,T,0,0
2019-03-21,49,43,46,-3,19,0,1.96,0,0
2019-03-22,55,39,47,-2.3,18,0,0.09,T,0
2019-03-23,55,37,46,-3.7,19,0,0,0,0
2019-03-24,66,35,50.5,0.5,14,0,0,0,0
2019-03-25,65,45,55,4.6,10,0,T,0,0
2019-03-26,52,39,45.5,-5.2,19,0,0,0,0
2019-03-27,55,35,45,-6.1,20,0,0,0,0
2019-03-28,62,37,49.5,-2,15,0,0,0,0
2019-03-29,71,51,61,9.2,4,0,0,0,0
2019-03-30,79,52,65.5,13.3,0,1,0,0,0
2019-03-31,64,35,49.5,-3.1,15,0,0.04,0,0
2020-03-01,52,26,39,-4.2,26,0,0,0,0
2020-03-02,67,38,52.5,9.1,12,0,0.09,0,0
2020-03-03,65,45,55,11.3,10,0,0.07,0,0
2020-03-04,65,46,55.5,11.6,9,0,0,0,0
2020-03-05,54,41,47.5,3.3,17,0,0,0,0
2020-03-06,53,37,45,0.5,20,0,T,0,0
2020-03-07,53,39,46,1.3,19,0,T,0,0
2020-03-08,62,36,49,4,16,0,0,0,0
2020-03-09,74,43,58.5,13.2,6,0,0,0,0
2020-03-10,72,54,63,17.4,2,0,0.01,0,0
2020-03-11,57,45,51,5.1,14,0,T,0,0
2020-03-12,64,46,55,8.8,10,0,0,0,0
2020-03-13,77,51,64,17.6,1,0,0.22,0,0
2020-03-14,58,42,50,3.3,15,0,0.12,0,0
2020-03-15,51,41,46,-1.1,19,0,0.04,0,0
2020-03-16,55,38,46.5,-0.9,18,0,0,0,0
2020-03-17,64,44,54,6.3,11,0,0.01,0,0
2020-03-18,58,44,51,3,14,0,0.08,0,0
2020-03-19,75,49,62,13.7,3,0,0.33,0,0
2020-03-20,83,57,70,21.3,0,5,0.02,0,0
2020-03-21,69,47,58,9,7,0,0.08,0,0
2020-03-22,53,40,46.5,-2.8,18,0,0,0,0
2020-03-23,47,41,44,-5.7,21,0,0.36,0,0
2020-03-24,55,44,49.5,-0.5,15,0,0,0,0
2020-03-25,50,44,47,-3.4,18,0,0.29,0,0
2020-03-26,59,45,52,1.3,13,0,0,0,0
2020-03-27,70,51,60.5,9.4,4,0,0.01,0,0
2020-03-28,59,51,55,3.5,10,0,0.46,0,0
2020-03-29,71,51,61,9.2,4,0,T,0,0
2020-03-30,76,53,64.5,12.3,0,0,0,0,0
2020-03-31,56,43,49.5,-3.1,15,0,0.12,0,0
2021-03-01,52,40,46,2.8,19,0,0.29,0,0
2021-03-02,46,31,38.5,-4.9,26,0,0,0,0
2021-03-03,60,30,45,1.3,20,0,0,0,0
2021-03-04,56,34,45,1.1,20,0,0,0,0
2021-03-05,44,28,36,-8.2,29,0,0,0,0
2021-03-06,49,29,39,-5.5,26,0,0,0,0
2021-03-07,48,28,38,-6.7,27,0,0,0,0
2021-03-08,55,29,42,-3,23,0,0,0,0
2021-03-09,72,37,54.5,9.2,10,0,0,0,0
2021-03-10,73,44,58.5,12.9,6,0,0,0,0
2021-03-11,79,52,65.5,19.6,0,1,0,0,0
2021-03-12,71,53,62,15.8,3,0,T,0,0
2021-03-13,60,46,53,6.6,12,0,0,0,0
2021-03-14,66,44,55,8.3,10,0,0,0,0
2021-03-15,48,32,40,-7.1,25,0,0,0,0
2021-03-16,46,40,43,-4.4,22,0,T,0,0
2021-03-17,50,42,46,-1.7,19,0,T,0,0
2021-03-18,54,47,50.5,2.5,14,0,0.37,0,0
2021-03-19,51,40,45.5,-2.8,19,0,0,0,0
2021-03-20,59,32,45.5,-3.2,19,0,0,0,0
2021-03-21,64,36,50,1,15,0,0,0,0
2021-03-22,66,37,51.5,2.2,13,0,0,0,0
2021-03-23,69,45,57,7.3,8,0,0,0,0
2021-03-24,60,54,57,7,8,0,1.69,0,0
2021-03-25,66,55,60.5,10.1,4,0,T,0,0
2021-03-26,84,58,71,20.3,0,6,T,0,0
2021-03-27,71,51,61,9.9,4,0,0,0,0
2021-03-28,74,50,62,10.5,3,0,0.53,0,0
2021-03-29,61,44,52.5,0.7,12,0,0,0,0
2021-03-30,69,45,57,4.8,8,0,0,0,0
2021-03-31,66,51,58.5,5.9,6,0,0.92,0,0
2022-03-01,55,32,43.5,0.3,21,0,0,0,0
2022-03-02,63,40,51.5,8.1,13,0,0,0,0
2022-03-03,57,35,46,2.3,19,0,0,0,0
2022-03-04,48,28,38,-5.9,27,0,0,0,0
2022-03-05,61,36,48.5,4.3,16,0,0,0,0
2022-03-06,78,50,64,19.5,1,0,T,0,0
2022-03-07,80,54,67,22.3,0,2,0.03,0,0
2022-03-08,54,44,49,4,16,0,0,0,0
2022-03-09,47,40,43.5,-1.8,21,0,0.77,0,0
2022-03-10,53,36,44.5,-1.1,20,0,0,0,0
2022-03-11,63,38,50.5,4.6,14,0,0,0,0
2022-03-12,50,24,37,-9.2,28,0,0.58,0.9,0
2022-03-13,44,21,32.5,-13.9,32,0,0,0,T
2022-03-14,61,32,46.5,-0.2,18,0,0,0,0
2022-03-15,71,42,56.5,9.4,8,0,0,0,0
2022-03-16,73,45,59,11.6,6,0,0,0,0
2022-03-17,61,50,55.5,7.8,9,0,0.86,0,0
2022-03-18,74,47,60.5,12.5,4,0,0,0,0
2022-03-19,76,57,66.5,18.2,0,2,T,0,0
2022-03-20,62,50,56,7.3,9,0,T,0,0
2022-03-21,71,44,57.5,8.5,7,0,0,0,0
2022-03-22,71,47,59,9.7,6,0,0,0,0
2022-03-23,55,49,52,2.3,13,0,0.49,0,0
2022-03-24,57,51,54,4,11,0,0.02,0,0
2022-03-25,64,49,56.5,6.1,8,0,0,0,0
2022-03-26,54,41,47.5,-3.2,17,0,T,0,0
2022-03-27,46,32,39,-12.1,26,0,0,0,0
2022-03-28,42,28,35,-16.5,30,0,0,0,0
2022-03-29,48,25,36.5,-15.3,28,0,0,0,0
2022-03-30,60,35,47.5,-4.7,17,0,0.02,T,0
2022-03-31,75,51,63,10.4,2,0,T,0,0
2023-03-01,57,40,48.5,5.3,16,0,0,0,0
2023-03-02,67,48,57.5,14.1,7,0,0.05,0,0
2023-03-03,53,41,47,3.3,18,0,0.32,T,0
2023-03-04,59,41,50,6.1,15,0,0,0,0
2023-03-05,66,37,51.5,7.3,13,0,0,0,0
2023-03-06,58,40,49,4.5,16,0,0,0,0
2023-03-07,55,40,47.5,2.8,17,0,0,0,0
2023-03-08,54,35,44.5,-0.5,20,0,0,0,0
2023-03-09,57,36,46.5,1.2,18,0,0,0,0
2023-03-10,47,41,44,-1.6,21,0,0.19,0,0
2023-03-11,50,38,44,-1.9,21,0,0,0,0
2023-03-12,43,33,38,-8.2,27,0,0.04,0,0
2023-03-13,51,39,45,-1.4,20,0,0.03,0,0
2023-03-14,45,33,39,-7.7,26,0,T,T,0
2023-03-15,52,33,42.5,-4.6,22,0,0,0,0
2023-03-16,65,34,49.5,2.1,15,0,0,0,0
2023-03-17,62,48,55,7.3,10,0,0.02,0,0
2023-03-18,54,41,47.5,-0.5,17,0,T,0,0
2023-03-19,43,29,36,-12.3,29,0,0,0,0
2023-03-20,53,30,41.5,-7.2,23,0,0,0,0
2023-03-21,64,34,49,0,16,0,0,0,0
2023-03-22,68,48,58,8.7,7,0,0,0,0
2023-03-23,84,50,67,17.3,0,2,T,0,0
2023-03-24,72,43,57.5,7.5,7,0,0.72,0,0
2023-03-25,54,44,49,-1.4,16,0,0.21,0,0
2023-03-26,71,47,59,8.3,6,0,0,0,0
2023-03-27,61,46,53.5,2.4,11,0,0.02,0,0
2023-03-28,61,46,53.5,2,11,0,T,0,0
2023-03-29,61,43,52,0.2,13,0,0,0,0
2023-03-30,54,37,45.5,-6.7,19,0,0,0,0
2023-03-31,67,42,54.5,1.9,10,0,T,0,0
2024-03-01,54,33,43.5,0.3,21,0,0.04,0,0
2024-03-02,55,42,48.5,5.1,16,0,0.73,0,0
2024-03-03,65,43,54,10.3,11,0,0,0,0
2024-03-04,69,49,59,15.1,6,0,0.07,0,0
2024-03-05,59,48,53.5,9.3,11,0,0.52,0,0
2024-03-06,56,50,53,8.5,12,0,0.19,0,0
2024-03-07,65,50,57.5,12.8,7,0,0.01,0,0
2024-03-08,61,46,53.5,8.5,11,0,0,0,0
2024-03-09,54,44,49,3.7,16,0,0.81,0,0
2024-03-10,51,40,45.5,-0.1,19,0,0.02,T,0
2024-03-11,58,40,49,3.1,16,0,0,0,0
2024-03-12,75,42,58.5,12.3,6,0,0,0,0
2024-03-13,75,46,60.5,14.1,4,0,0,0,0
2024-03-14,77,47,62,15.3,3,0,0,0,0
2024-03-15,76,57,66.5,19.4,0,2,0.02,0,0
2024-03-16,66,48,57,9.6,8,0,0,0,0
2024-03-17,73,50,61.5,13.8,3,0,0,0,0
2024-03-18,53,38,45.5,-2.5,19,0,0,0,0
2024-03-19,53,35,44,-4.3,21,0,0,0,0
2024-03-20,70,40,55,6.3,10,0,0,0,0
2024-03-21,51,32,41.5,-7.5,23,0,0,0,0
2024-03-22,52,35,43.5,-5.8,21,0,0.02,0,0
2024-03-23,56,37,46.5,-3.2,18,0,1.61,0,0
2024-03-24,53,33,43,-7,22,0,0,0,0
2024-03-25,57,36,46.5,-3.9,18,0,0,0,0
2024-03-26,61,39,50,-0.7,15,0,T,0,0
2024-03-27,50,46,48,-3.1,17,0,0.78,0,0
2024-03-28,54,48,51,-0.5,14,0,0.06,0,0
2024-03-29,65,40,52.5,0.7,12,0,0,0,0
2024-03-30,67,40,53.5,1.3,11,0,0.01,0,0
2024-03-31,67,47,57,4.4,8,0,T,0,0
2025-03-01,69,30,49.5,6.3,15,0,0,0,0
2025-03-02,42,23,32.5,-10.9,32,0,0,0,0
2025-03-03,47,30,38.5,-5.2,26,0,0,0,0
2025-03-04,65,36,50.5,6.6,14,0,0,0,0
2025-03-05,63,53,58,13.8,7,0,0.7,0,0
2025-03-06,57,41,49,4.5,16,0,T,0,0
2025-03-07,57,38,47.5,2.8,17,0,0,0,0
2025-03-08,54,39,46.5,1.5,18,0,0,0,0
2025-03-09,62,34,48,2.7,17,0,0,0,0
2025-03-10,67,42,54.5,8.9,10,0,0,0,0
2025-03-11,73,41,57,11.1,8,0,0,0,0
2025-03-12,67,45,56,9.8,9,0,0,0,0
2025-03-13,54,45,49.5,3.1,15,0,T,0,0
2025-03-14,51,44,47.5,0.8,17,0,0,0,0
2025-03-15,61,46,53.5,6.4,11,0,T,0,0
2025-03-16,74,55,64.5,17.1,0,0,0.21,0,0
2025-03-17,59,41,50,2.3,15,0,0.07,0,0
2025-03-18,69,39,54,6,11,0,0,0,0
2025-03-19,76,44,60,11.7,5,0,0,0,0
2025-03-20,79,51,65,16.3,0,0,0.37,0,0
2025-03-21,61,41,51,2,14,0,0,0,0
2025-03-22,69,45,57,7.7,8,0,T,0,0
2025-03-23,60,40,50,0.3,15,0,0,0,0
2025-03-24,60,49,54.5,4.5,10,0,0.14,0,0
2025-03-25,66,51,58.5,8.1,6,0,0,0,0
2025-03-26,56,42,49,-1.7,16,0,0,0,0
2025-03-27,61,38,49.5,-1.6,15,0,0,0,0
2025-03-28,75,47,61,9.5,4,0,T,0,0
2025-03-29,86,60,73,21.2,0,8,0,0,M
2025-03-30,83,65,74,21.8,0,9,0,0,M
2025-03-31,85,61,73,20.4,0,8,1,0,M
2007-04-01,60,48,54,1.1,11,0,T,0,0
2007-04-02,82,51,66.5,13.2,0,2,0.01,0,0
2007-04-03,77,49,63,9.3,2,0,0,0,0
2007-04-04,58,44,51,-3.1,14,0,0.29,0,0
2007-04-05,47,37,42,-12.5,23,0,0,0,0
2007-04-06,48,34,41,-13.8,24,0,T,T,0
2007-04-07,41,31,36,-19.2,29,0,0.09,0.4,T
2007-04-08,46,29,37.5,-18.1,27,0,0,0,0
2007-04-09,48,31,39.5,-16.5,25,0,0,0,0
2007-04-10,52,35,43.5,-12.8,21,0,0,0,0
2007-04-11,54,36,45,-11.7,20,0,0.27,0,0
2007-04-12,61,45,53,-4.1,12,0,0.74,0,0
2007-04-13,57,44,50.5,-6.9,14,0,0,0,0
2007-04-14,56,38,47,-10.8,18,0,0.15,0,0
2007-04-15,48,43,45.5,-12.7,19,0,2.41,0,0
2007-04-16,47,42,44.5,-14,20,0,T,0,0
2007-04-17,56,45,50.5,-8.4,14,0,0,0,0
2007-04-18,54,42,48,-11.2,17,0,0,0,0
2007-04-19,56,47,51.5,-8.1,13,0,T,0,0
2007-04-20,71,42,56.5,-3.4,8,0,0,0,0
2007-04-21,76,45,60.5,0.3,4,0,0,0,0
2007-04-22,81,47,64,3.4,1,0,0,0,0
2007-04-23,83,54,68.5,7.6,0,4,0,0,0
2007-04-24,83,61,72,10.8,0,7,0,0,0
2007-04-25,76,57,66.5,5,0,2,T,0,0
2007-04-26,60,51,55.5,-6.3,9,0,0.04,0,0
2007-04-27,69,50,59.5,-2.6,5,0,0.17,0,0
2007-04-28,70,57,63.5,1.1,1,0,T,0,0
2007-04-29,76,50,63,0.3,2,0,0,0,0
2007-04-30,86,52,69,6,0,4,0,0,0
2019-04-01,51,34,42.5,-10.4,22,0,0,0,0
2019-04-02,50,39,44.5,-8.8,20,0,0.04,0,0
2019-04-03,72,38,55,1.3,10,0,0,0,0
2019-04-04,69,44,56.5,2.4,8,0,0,0,0
2019-04-05,56,47,51.5,-3,13,0,0.09,0,0
2019-04-06,71,47,59,4.2,6,0,T,0,0
2019-04-07,75,51,63,7.8,2,0,T,0,0
2019-04-08,84,59,71.5,15.9,0,7,0.03,0,0
2019-04-09,81,61,71,15,0,6,0.01,0,0
2019-04-10,72,50,61,4.7,4,0,0,0,0
2019-04-11,62,49,55.5,-1.2,9,0,0,0,0
2019-04-12,73,49,61,3.9,4,0,0.05,0,0
2019-04-13,77,63,70,12.6,0,5,0.37,0,0
2019-04-14,77,63,70,12.2,0,5,T,0,0
2019-04-15,75,47,61,2.8,4,0,0.72,0,0
2019-04-16,69,44,56.5,-2,8,0,0,0,0
2019-04-17,71,56,63.5,4.6,1,0,0,0,0
2019-04-18,80,55,67.5,8.3,0,3,0,0,0
2019-04-19,76,66,71,11.4,0,6,0.31,0,0
2019-04-20,74,61,67.5,7.6,0,3,T,0,0
2019-04-21,72,52,62,1.8,3,0,T,0,0
2019-04-22,74,55,64.5,3.9,0,0,0,0,0
2019-04-23,82,54,68,7.1,0,3,0,0,0
2019-04-24,77,64,70.5,9.3,0,6,0,0,0
2019-04-25,77,62,69.5,8,0,5,T,0,0
2019-04-26,77,58,67.5,5.7,0,3,0.59,0,0
2019-04-27,72,54,63,0.9,2,0,0.03,0,0
2019-04-28,74,51,62.5,0.1,2,0,T,0,0
2019-04-29,62,47,54.5,-8.2,10,0,T,0,0
2019-04-30,83,56,69.5,6.5,0,5,0,0,0
2009-04-01,61,45,53,0.1,12,0,0.18,0,0
2009-04-02,59,53,56,2.7,9,0,0.14,0,0
2009-04-03,73,56,64.5,10.8,0,0,0.63,0,0
2009-04-04,66,47,56.5,2.4,8,0,0,0,0
2009-04-05,69,44,56.5,2,8,0,0,0,0
2009-04-06,63,43,53,-1.8,12,0,0.15,0,0
2009-04-07,49,38,43.5,-11.7,21,0,0,0,0
2009-04-08,56,36,46,-9.6,19,0,0,0,0
2009-04-09,63,41,52,-4,13,0,0,0,0
2009-04-10,75,47,61,4.7,4,0,0,0,0
2009-04-11,60,46,53,-3.7,12,0,0.4,0,0
2009-04-12,56,38,47,-10.1,18,0,0,0,0
2009-04-13,54,39,46.5,-10.9,18,0,0.02,0,0
2009-04-14,50,45,47.5,-10.3,17,0,0.44,0,0
2009-04-15,50,42,46,-12.2,19,0,0.56,0,0
2009-04-16,65,40,52.5,-6,12,0,0,0,0
2009-04-17,72,42,57,-1.9,8,0,0,0,0
2009-04-18,78,47,62.5,3.3,2,0,0,0,0
2009-04-19,75,50,62.5,2.9,2,0,T,0,0
2009-04-20,60,49,54.5,-5.4,10,0,1.19,0,0
2009-04-21,68,49,58.5,-1.7,6,0,0.36,0,0
2009-04-22,59,46,52.5,-8.1,12,0,0.04,0,0
2009-04-23,63,46,54.5,-6.4,10,0,0,0,0
2009-04-24,75,43,59,-2.2,6,0,0,0,0
2009-04-25,87,55,71,9.5,0,6,0.01,0,0
2009-04-26,92,60,76,14.2,0,11,0,0,0
2009-04-27,88,63,75.5,13.4,0,11,0,0,0
2009-04-28,84,64,74,11.6,0,9,0,0,0
2009-04-29,72,51,61.5,-1.2,3,0,0.1,0,0
2009-04-30,62,50,56,-7,9,0,T,0,0
2003-04-01,63,32,47.5,-5.4,17,0,T,0,0
2003-04-02,80,45,62.5,9.2,2,0,0,0,0
2003-04-03,83,51,67,13.3,0,2,0,0,0
2003-04-04,54,46,50,-4.1,15,0,0,0,0
2003-04-05,59,45,52,-2.5,13,0,T,0,0
2003-04-06,56,40,48,-6.8,17,0,0,0,0
2003-04-07,48,37,42.5,-12.7,22,0,0.68,0,0
2003-04-08,41,37,39,-16.6,26,0,T,0,0
2003-04-09,46,38,42,-14,23,0,0.51,0,0
2003-04-10,52,42,47,-9.3,18,0,0.07,0,0
2003-04-11,48,40,44,-12.7,21,0,0.18,0,0
2003-04-12,70,48,59,1.9,6,0,0,0,0
2003-04-13,66,44,55,-2.4,10,0,0,0,0
2003-04-14,69,43,56,-1.8,9,0,0,0,0
2003-04-15,83,50,66.5,8.3,0,2,0,0,0
2003-04-16,85,57,71,12.5,0,6,0,0,0
2003-04-17,71,40,55.5,-3.4,9,0,0,0,0
2003-04-18,47,39,43,-16.2,22,0,0.12,0,0
2003-04-19,62,46,54,-5.6,11,0,0.01,0,0
2003-04-20,67,44,55.5,-4.4,9,0,0,0,0
2003-04-21,68,49,58.5,-1.7,6,0,T,0,0
2003-04-22,67,48,57.5,-3.1,7,0,0.15,0,0
2003-04-23,63,45,54,-6.9,11,0,0,0,0
2003-04-24,66,43,54.5,-6.7,10,0,0,0,0
2003-04-25,69,49,59,-2.5,6,0,0.37,0,0
2003-04-26,63,56,59.5,-2.3,5,0,0.33,0,0
2003-04-27,71,51,61,-1.1,4,0,0,0,0
2003-04-28,76,47,61.5,-0.9,3,0,0,0,0
2003-04-29,76,57,66.5,3.8,0,2,T,0,0
2003-04-30,74,54,64,1,1,0,0.13,0,0
2002-04-01,61,46,53.5,0.6,11,0,0,0,0
2002-04-02,71,42,56.5,3.2,8,0,0,0,0
2002-04-03,76,42,59,5.3,6,0,T,0,0
2002-04-04,53,36,44.5,-9.6,20,0,0,0,0
2002-04-05,51,38,44.5,-10,20,0,0,0,0
2002-04-06,48,35,41.5,-13.3,23,0,0,0,0
2002-04-07,54,32,43,-12.2,22,0,0,0,0
2002-04-08,71,43,57,1.4,8,0,0,0,0
2002-04-09,76,60,68,12,0,3,0.27,0,0
2002-04-10,67,50,58.5,2.2,6,0,T,0,0
2002-04-11,67,46,56.5,-0.2,8,0,0,0,0
2002-04-12,65,49,57,-0.1,8,0,T,0,0
2002-04-13,76,58,67,9.6,0,2,0.01,0,0
2002-04-14,83,62,72.5,14.7,0,8,0,0,0
2002-04-15,86,63,74.5,16.3,0,10,0.05,0,0
2002-04-16,92,65,78.5,20,0,14,0,0,0
2002-04-17,95,65,80,21.1,0,15,0,0,0
2002-04-18,91,67,79,19.8,0,14,0.31,0,0
2002-04-19,83,64,73.5,13.9,0,9,0.51,0,0
2002-04-20,81,62,71.5,11.6,0,7,0.03,0,0
2002-04-21,63,47,55,-5.2,10,0,0.24,0,0
2002-04-22,69,47,58,-2.6,7,0,0.36,0,0
2002-04-23,58,41,49.5,-11.4,15,0,0,0,0
2002-04-24,64,41,52.5,-8.7,12,0,0,0,0
2002-04-25,65,49,57,-4.5,8,0,0.13,0,0
